airport,date,year,month,dep_flights,dep_cancelled,dep_diverted,dep_delayed15,dep_cancel_rate,dep_delay15_rate,avg_dep_delay,arr_flights,arr_cancelled,arr_diverted,arr_delayed15,arr_cancel_rate,arr_delay15_rate,avg_arr_delay,avg_taxi_out,avg_taxi_in,carrier_delay_min,weather_delay_min,nas_delay_min,security_delay_min,late_aircraft_delay_min
PIT,2017-01-12,2017,1,74,2,0,13,0.027,0.1806,6.04,74,1,0,13,0.0135,0.1781,-1.41,12.62,6.42,48.0,130.0,202.0,0,332.0
PIT,2017-01-13,2017,1,75,0,0,8,0.0,0.1067,6.96,75,0,0,10,0.0,0.1333,-3.56,12.81,5.63,414.0,0,66.0,0,201.0
PIT,2017-01-14,2017,1,51,1,0,5,0.0196,0.1,2.72,50,1,0,6,0.02,0.1224,-3.86,14.44,4.96,175.0,0,0,0,61.0
PIT,2017-01-15,2017,1,60,0,1,1,0.0,0.0167,-4.33,62,0,0,6,0.0,0.0968,-4.63,14.9,5.31,0,0,0,0,0
PIT,2017-01-16,2017,1,75,0,0,12,0.0,0.16,2.43,74,0,0,18,0.0,0.2432,5.0,14.41,4.76,68.0,0,130.0,0,215.0
PIT,2017-01-17,2017,1,69,0,0,6,0.0,0.087,-3.0,69,0,0,8,0.0,0.1159,-5.81,12.07,5.09,0,15.0,52.0,0,0
PIT,2017-01-18,2017,1,70,0,0,5,0.0,0.0714,-0.11,70,0,0,7,0.0,0.1,-3.46,12.44,5.6,138.0,0,106.0,0,83.0
PIT,2017-01-19,2017,1,73,0,0,7,0.0,0.0959,1.79,73,0,0,4,0.0,0.0548,-7.93,11.93,5.42,15.0,0,118.0,0,192.0
PIT,2017-01-20,2017,1,75,0,0,8,0.0,0.1067,3.88,75,0,0,9,0.0,0.12,3.53,12.83,5.37,1.0,0,80.0,0,420.0
PIT,2017-01-21,2017,1,54,0,1,9,0.0,0.1667,6.13,53,0,0,12,0.0,0.2264,6.02,12.96,5.51,139.0,0,39.0,0,291.0
PIT,2017-01-22,2017,1,66,1,2,19,0.0152,0.2923,21.98,68,4,0,22,0.0588,0.3438,29.47,13.12,4.94,238.0,74.0,580.0,0,667.0
PIT,2017-01-23,2017,1,76,5,1,14,0.0658,0.1972,12.37,75,2,0,17,0.0267,0.2329,11.45,19.15,4.96,136.0,105.0,441.0,0,433.0
PIT,2017-01-24,2017,1,70,1,0,8,0.0143,0.1159,3.19,70,0,0,3,0.0,0.0429,-7.13,13.55,6.13,198.0,0,289.0,0,80.0
PIT,2017-01-25,2017,1,72,0,0,4,0.0,0.0556,-3.04,72,0,0,5,0.0,0.0694,-8.83,11.75,5.6,0,0,0,0,0
PIT,2017-01-26,2017,1,74,0,0,7,0.0,0.0946,1.41,74,0,0,5,0.0,0.0676,-7.86,14.62,6.27,208.0,0,123.0,0,19.0
PIT,2017-01-27,2017,1,74,0,0,5,0.0,0.0676,-0.96,74,0,0,9,0.0,0.1216,-1.34,26.61,6.04,71.0,0,179.0,0,119.0
PIT,2017-01-28,2017,1,52,0,0,3,0.0,0.0577,1.75,51,0,0,4,0.0,0.0784,-1.84,18.25,5.96,182.0,0,33.0,0,24.0
PIT,2017-01-29,2017,1,66,0,0,6,0.0,0.0909,4.2,68,1,0,9,0.0147,0.1343,4.48,18.85,5.78,472.0,0,155.0,0,10.0
PIT,2017-01-30,2017,1,76,1,0,7,0.0132,0.0933,0.48,75,1,0,5,0.0133,0.0676,-3.28,26.99,6.36,19.0,0,385.0,0,66.0
PIT,2017-01-31,2017,1,69,1,0,5,0.0145,0.0735,2.09,69,1,0,6,0.0145,0.0882,-2.07,19.71,5.9,16.0,0,39.0,0,300.0
PIT,2018-01-01,2018,1,113,0,0,21,0.0,0.1858,9.46,112,1,0,38,0.0089,0.3423,12.18,21.68,6.64,167.0,82.0,422.0,0,805.0
PIT,2018-01-02,2018,1,128,1,0,31,0.0078,0.2441,13.76,129,0,1,42,0.0,0.3256,13.88,19.13,6.31,1016.0,68.0,196.0,8.0,391.0
PIT,2018-01-03,2018,1,121,2,0,28,0.0165,0.2353,13.77,121,0,0,35,0.0,0.2893,14.73,16.66,6.08,510.0,1.0,111.0,0,820.0
PIT,2018-01-04,2018,1,124,28,0,17,0.2258,0.1771,9.71,125,29,0,21,0.232,0.2188,6.54,22.27,6.52,520.0,27.0,158.0,0,292.0
PIT,2018-01-05,2018,1,126,8,0,25,0.0635,0.2119,29.95,126,10,0,29,0.0794,0.25,23.37,16.11,6.6,397.0,784.0,607.0,0,2071.0
PIT,2018-01-06,2018,1,107,1,0,23,0.0093,0.217,8.75,106,3,0,30,0.0283,0.2913,10.89,19.27,6.04,501.0,36.0,220.0,0,415.0
PIT,2018-01-07,2018,1,125,4,0,29,0.032,0.2397,15.88,124,4,0,28,0.0323,0.2333,7.52,16.71,5.4,576.0,184.0,403.0,0,652.0
PIT,2018-01-08,2018,1,130,6,1,35,0.0462,0.2823,26.51,128,5,0,38,0.0391,0.3089,19.14,24.86,6.6,1135.0,49.0,696.0,0,1874.0
PIT,2018-01-09,2018,1,122,2,0,24,0.0164,0.2,25.39,123,3,1,21,0.0244,0.175,2.27,15.43,5.3,1079.0,129.0,1368.0,0,646.0
PIT,2018-01-10,2018,1,128,1,1,13,0.0078,0.1024,1.46,128,0,0,13,0.0,0.1016,-6.97,16.96,4.62,235.0,0,278.0,0,171.0
PIT,2018-01-11,2018,1,131,1,1,13,0.0076,0.1,2.09,130,3,0,17,0.0231,0.1339,0.52,13.89,5.59,163.0,43.0,209.0,0,403.0
PIT,2018-01-12,2018,1,131,15,1,41,0.1145,0.3534,19.41,132,19,0,60,0.1439,0.531,28.08,20.9,8.79,387.0,30.0,1037.0,0,1175.0
PIT,2018-01-13,2018,1,94,3,0,27,0.0319,0.2967,12.88,93,0,0,16,0.0,0.172,3.24,29.54,9.39,257.0,610.0,881.0,0,230.0
PIT,2018-01-14,2018,1,109,2,0,9,0.0183,0.0841,1.3,110,0,0,11,0.0,0.1,-6.12,17.85,7.37,336.0,0,151.0,0,92.0
PIT,2018-01-15,2018,1,129,3,0,30,0.0233,0.2381,12.44,128,3,0,39,0.0234,0.312,13.29,28.22,8.46,499.0,46.0,1232.0,0,982.0
PIT,2018-01-16,2018,1,122,9,0,19,0.0738,0.1681,10.52,123,6,0,28,0.0488,0.2393,11.19,34.38,7.85,552.0,35.0,803.0,0,757.0
PIT,2018-01-17,2018,1,128,14,0,36,0.1094,0.3158,21.25,128,15,0,45,0.1172,0.3982,24.55,23.68,6.14,439.0,16.0,1223.0,0,1090.0
PIT,2018-01-18,2018,1,131,6,0,27,0.0458,0.216,15.54,130,5,0,20,0.0385,0.16,1.66,18.48,6.42,871.0,92.0,385.0,0,560.0
PIT,2018-01-19,2018,1,131,0,0,14,0.0,0.1069,0.52,132,0,0,11,0.0,0.0833,-7.35,15.92,6.17,81.0,3.0,241.0,0,127.0
PIT,2018-01-20,2018,1,95,0,1,4,0.0,0.0421,-3.27,95,0,0,6,0.0,0.0632,-10.34,12.29,5.79,0,0,23.0,0,121.0
PIT,2018-01-21,2018,1,118,0,1,10,0.0,0.0847,1.16,118,1,0,13,0.0085,0.1111,-6.37,14.68,5.61,204.0,72.0,401.0,0,119.0
PIT,2018-01-22,2018,1,130,5,2,7,0.0385,0.056,-1.91,129,4,0,11,0.031,0.088,-6.04,13.57,5.82,0,0,129.0,0,277.0
PIT,2018-01-23,2018,1,122,1,0,20,0.0082,0.1653,9.69,123,1,0,19,0.0081,0.1557,2.68,16.26,5.84,655.0,0,573.0,0,676.0
PIT,2018-01-24,2018,1,128,0,0,8,0.0,0.0625,-0.21,128,0,0,6,0.0,0.0469,-8.28,28.2,6.57,305.0,23.0,253.0,0,206.0
PIT,2018-01-25,2018,1,131,1,0,12,0.0076,0.0923,3.95,130,0,0,15,0.0,0.1154,-4.75,19.35,6.08,411.0,0,214.0,0,290.0
PIT,2018-01-26,2018,1,131,0,0,13,0.0,0.0992,1.33,132,0,0,10,0.0,0.0758,-8.02,15.68,5.53,186.0,0,228.0,0,297.0
PIT,2018-01-27,2018,1,95,1,0,3,0.0105,0.0319,-4.57,95,0,0,3,0.0,0.0316,-14.13,12.16,5.2,31.0,0,31.0,0,37.0
PIT,2018-01-28,2018,1,118,0,1,8,0.0,0.0678,-0.78,118,0,0,9,0.0,0.0763,-5.45,12.88,5.23,10.0,0,166.0,0,352.0
PIT,2018-01-29,2018,1,130,0,0,12,0.0,0.0923,0.39,129,0,0,18,0.0,0.1395,-0.16,15.93,5.89,50.0,0,258.0,0,346.0
PIT,2018-01-30,2018,1,122,1,0,16,0.0082,0.1322,5.04,123,2,0,23,0.0163,0.1901,2.98,31.8,6.77,164.0,0,794.0,0,680.0
PIT,2018-01-31,2018,1,130,0,0,4,0.0,0.0308,-4.01,130,0,0,6,0.0,0.0462,-11.49,15.65,5.13,0,0,71.0,0,100.0
PIT,2019-01-01,2019,1,112,1,0,13,0.0089,0.1171,3.77,109,1,0,23,0.0092,0.213,2.6,11.73,5.95,101.0,0,124.0,0,539.0
PIT,2019-01-02,2019,1,130,0,0,20,0.0,0.1538,6.25,131,0,0,32,0.0,0.2443,15.73,14.48,4.73,239.0,0,296.0,0,748.0
PIT,2019-01-03,2019,1,123,0,2,23,0.0,0.187,11.24,123,0,0,21,0.0,0.1707,-0.81,13.05,5.74,1061.0,0,81.0,0,260.0
PIT,2019-01-04,2019,1,123,0,0,8,0.0,0.065,-1.55,124,0,0,12,0.0,0.0968,-6.52,15.41,4.62,17.0,0,168.0,0,171.0
PIT,2019-01-05,2019,1,105,0,0,12,0.0,0.1143,6.87,107,0,0,12,0.0,0.1121,-3.22,12.28,5.77,281.0,0,429.0,0,295.0
PIT,2019-01-06,2019,1,128,0,0,15,0.0,0.1172,1.3,126,0,0,21,0.0,0.1667,3.05,12.78,5.29,45.0,21.0,401.0,0,128.0
PIT,2019-01-07,2019,1,140,0,0,13,0.0,0.0929,3.36,140,1,0,15,0.0071,0.1079,-5.28,13.14,4.97,96.0,0,164.0,0,781.0
PIT,2019-01-08,2019,1,134,1,0,18,0.0075,0.1353,4.02,133,0,0,16,0.0,0.1203,-3.72,14.17,5.98,228.0,0,448.0,33.0,531.0
PIT,2019-01-09,2019,1,137,0,0,13,0.0,0.0949,0.43,137,0,0,12,0.0,0.0876,-2.49,34.73,6.95,170.0,36.0,810.0,27.0,273.0
PIT,2019-01-10,2019,1,141,0,0,22,0.0,0.156,9.88,141,1,0,28,0.0071,0.2,7.89,29.13,6.15,45.0,0,1750.0,0,829.0
PIT,2019-01-11,2019,1,139,1,0,21,0.0072,0.1522,3.28,140,0,0,21,0.0,0.15,-0.99,19.62,5.6,355.0,0,618.0,0,248.0
PIT,2019-01-12,2019,1,94,2,0,10,0.0213,0.1087,1.52,94,1,0,25,0.0106,0.2688,4.0,20.38,6.49,76.0,0,497.0,0,315.0
PIT,2019-01-13,2019,1,125,6,0,15,0.048,0.1261,2.77,124,7,0,20,0.0565,0.1709,0.16,32.96,6.1,386.0,55.0,437.0,0,330.0
PIT,2019-01-14,2019,1,139,4,0,19,0.0288,0.1407,4.58,139,2,0,23,0.0144,0.1679,-1.18,18.11,5.74,374.0,46.0,297.0,0,426.0
PIT,2019-01-15,2019,1,132,1,0,18,0.0076,0.1374,3.52,132,1,0,24,0.0076,0.1832,-1.63,18.13,5.84,0,153.0,661.0,0,289.0
PIT,2019-01-16,2019,1,136,0,0,14,0.0,0.1029,6.54,136,0,0,10,0.0,0.0735,-8.09,29.69,5.55,1121.0,0,535.0,0,242.0
PIT,2019-01-17,2019,1,140,0,0,19,0.0,0.1357,5.76,140,0,0,32,0.0,0.2286,4.94,23.88,5.49,284.0,0,824.0,0,624.0
PIT,2019-01-18,2019,1,138,3,0,24,0.0217,0.1778,10.38,139,4,0,31,0.0288,0.2296,13.93,16.86,6.19,357.0,0,614.0,0,776.0
PIT,2019-01-19,2019,1,93,10,0,3,0.1075,0.0361,-0.81,93,11,0,10,0.1183,0.122,-1.07,14.1,4.77,21.0,232.0,63.0,0,0
PIT,2019-01-20,2019,1,113,6,0,32,0.0531,0.2991,25.74,112,7,0,27,0.0625,0.2571,11.03,44.74,9.44,618.0,628.0,3365.0,63.0,571.0
PIT,2019-01-21,2019,1,135,8,0,37,0.0593,0.2913,28.58,135,5,0,40,0.037,0.3077,21.24,22.17,7.23,1033.0,96.0,1693.0,0,1293.0
PIT,2019-01-22,2019,1,132,11,0,22,0.0833,0.1818,11.12,132,13,0,25,0.0985,0.2101,5.71,17.97,6.24,254.0,34.0,856.0,0,788.0
PIT,2019-01-23,2019,1,136,2,0,40,0.0147,0.2985,23.82,136,1,0,45,0.0074,0.3333,20.75,16.55,6.36,49.0,164.0,1665.0,0,2057.0
PIT,2019-01-24,2019,1,140,7,0,36,0.05,0.2707,24.67,140,9,0,45,0.0643,0.3435,17.71,25.72,6.59,584.0,23.0,2881.0,0,1201.0
PIT,2019-01-25,2019,1,138,3,0,37,0.0217,0.2741,11.61,139,0,0,46,0.0,0.3309,13.65,21.21,6.1,135.0,20.0,982.0,0,948.0
PIT,2019-01-26,2019,1,94,0,0,8,0.0,0.0851,-1.23,94,0,0,17,0.0,0.1809,-0.23,33.32,7.29,51.0,0,608.0,0,149.0
PIT,2019-01-27,2019,1,125,0,0,11,0.0,0.088,1.09,124,0,0,18,0.0,0.1452,0.86,22.71,6.3,98.0,0,851.0,279.0,136.0
PIT,2019-01-28,2019,1,139,10,0,14,0.0719,0.1085,10.02,139,10,0,20,0.0719,0.155,1.16,16.09,5.72,915.0,0,347.0,0,456.0
PIT,2019-01-29,2019,1,132,4,0,18,0.0303,0.1406,8.38,132,3,0,16,0.0227,0.124,1.19,20.94,6.14,341.0,0,280.0,0,1130.0
PIT,2019-01-30,2019,1,136,17,1,26,0.125,0.2185,20.55,136,19,0,35,0.1397,0.2991,19.11,22.77,6.76,309.0,49.0,1286.0,0,1441.0
PIT,2019-01-31,2019,1,141,14,0,28,0.0993,0.2205,17.02,141,14,1,33,0.0993,0.2598,10.28,15.16,5.99,1061.0,22.0,259.0,0,905.0
PIT,2019-07-01,2019,7,134,0,0,25,0.0,0.1866,9.34,134,0,0,33,0.0,0.2463,4.31,12.17,5.78,760.0,0,159.0,0,577.0
PIT,2019-07-02,2019,7,130,0,0,15,0.0,0.1154,6.19,128,1,0,24,0.0078,0.189,2.75,14.67,6.65,225.0,0,972.0,0,196.0
PIT,2019-07-03,2019,7,128,1,0,13,0.0078,0.1024,1.42,129,0,0,24,0.0,0.186,1.5,12.35,5.94,160.0,30.0,214.0,0,201.0
PIT,2019-07-04,2019,7,104,2,1,7,0.0192,0.0686,1.78,105,3,0,13,0.0286,0.1275,0.0,13.18,6.08,54.0,24.0,261.0,0,437.0
PIT,2019-07-05,2019,7,117,2,0,16,0.0171,0.1391,5.87,118,1,0,26,0.0085,0.2222,2.66,13.35,5.56,49.0,34.0,464.0,0,565.0
PIT,2019-07-06,2019,7,119,7,0,31,0.0588,0.2768,25.9,119,11,0,44,0.0924,0.4074,35.53,13.64,6.31,255.0,222.0,1594.0,0,1125.0
PIT,2019-07-07,2019,7,143,7,0,40,0.049,0.2941,21.99,143,5,0,50,0.035,0.3623,19.57,13.75,6.43,587.0,162.0,404.0,0,1821.0
PIT,2019-07-08,2019,7,152,1,1,29,0.0066,0.1921,20.44,152,1,0,44,0.0066,0.2914,15.96,14.03,6.25,1561.0,0,377.0,0,1300.0
PIT,2019-07-09,2019,7,152,1,0,16,0.0066,0.106,5.42,152,1,0,19,0.0066,0.1258,-2.75,14.37,4.99,889.0,0,87.0,0,372.0
PIT,2019-07-10,2019,7,151,1,1,14,0.0066,0.0933,3.67,151,1,0,17,0.0066,0.1133,0.13,13.58,5.7,230.0,0,94.0,0,776.0
PIT,2019-07-11,2019,7,153,21,1,58,0.1373,0.4394,32.03,153,23,3,52,0.1503,0.4,28.7,14.9,6.72,903.0,546.0,1012.0,0,1703.0
PIT,2019-07-12,2019,7,151,1,0,35,0.0066,0.2333,11.87,152,1,0,28,0.0066,0.1854,3.53,12.57,6.21,502.0,0,453.0,0,814.0
PIT,2019-07-13,2019,7,121,1,0,10,0.0083,0.0833,3.73,121,1,0,20,0.0083,0.1667,0.33,11.05,6.27,445.0,0,74.0,0,263.0
PIT,2019-07-14,2019,7,143,0,1,16,0.0,0.1119,8.64,143,0,0,26,0.0,0.1818,2.9,11.87,5.76,814.0,44.0,414.0,0,480.0
PIT,2019-07-15,2019,7,152,1,1,16,0.0066,0.106,6.33,152,1,0,26,0.0066,0.1722,3.75,13.17,5.8,557.0,0,665.0,0,366.0
PIT,2019-07-16,2019,7,152,1,0,22,0.0066,0.1457,4.54,152,1,0,36,0.0066,0.2384,8.38,15.64,5.43,277.0,105.0,723.0,0,593.0
PIT,2019-07-17,2019,7,151,13,0,27,0.0861,0.1957,20.69,151,14,0,45,0.0927,0.3285,15.4,12.36,5.73,182.0,0,2240.0,0,821.0
PIT,2019-07-18,2019,7,153,18,0,44,0.1176,0.3259,29.47,153,14,0,61,0.0915,0.4388,35.8,14.97,5.81,904.0,0,1761.0,0,1738.0
PIT,2019-07-19,2019,7,152,3,0,24,0.0197,0.1611,15.49,152,2,0,41,0.0132,0.2733,21.09,14.24,6.33,588.0,0,568.0,0,1714.0
PIT,2019-07-20,2019,7,121,2,0,26,0.0165,0.2185,21.16,121,0,0,38,0.0,0.314,26.93,11.13,6.38,287.0,438.0,283.0,0,1500.0
PIT,2019-07-21,2019,7,143,5,0,46,0.035,0.3333,22.26,143,5,1,52,0.035,0.3768,23.57,15.62,7.76,583.0,586.0,1044.0,0,1598.0
PIT,2019-07-22,2019,7,152,13,1,30,0.0855,0.2158,15.94,152,13,1,36,0.0855,0.259,9.91,12.82,6.44,818.0,188.0,600.0,0,774.0
PIT,2019-07-23,2019,7,152,5,0,27,0.0329,0.1837,9.33,152,5,0,33,0.0329,0.2245,8.27,14.04,5.52,469.0,0,556.0,0,680.0
PIT,2019-07-24,2019,7,151,3,0,20,0.0199,0.1351,4.2,151,1,0,28,0.0066,0.1867,3.65,13.03,5.66,167.0,0,297.0,0,481.0
PIT,2019-07-25,2019,7,153,0,2,12,0.0,0.0784,-0.59,153,0,0,15,0.0,0.098,-4.04,12.46,5.88,94.0,0,79.0,0,147.0
PIT,2019-07-26,2019,7,152,0,1,16,0.0,0.1053,1.38,152,0,0,20,0.0,0.1316,-2.77,13.38,5.46,102.0,0,371.0,0,354.0
PIT,2019-07-27,2019,7,121,0,0,13,0.0,0.1074,1.47,121,0,0,14,0.0,0.1157,-3.13,11.9,5.36,214.0,0,107.0,0,254.0
PIT,2019-07-28,2019,7,143,0,0,6,0.0,0.042,-2.47,143,0,0,13,0.0,0.0909,-5.74,12.8,5.42,85.0,0,127.0,0,142.0
PIT,2019-07-29,2019,7,152,2,0,22,0.0132,0.1467,19.47,152,3,1,31,0.0197,0.2081,0.62,11.88,5.85,1015.0,0,1251.0,0,1013.0
PIT,2019-07-30,2019,7,152,1,0,27,0.0066,0.1788,14.19,152,2,0,40,0.0132,0.2667,11.17,13.87,6.13,540.0,44.0,1328.0,0,638.0
PIT,2019-07-31,2019,7,151,14,2,15,0.0927,0.1095,17.44,151,19,0,33,0.1258,0.25,14.78,12.5,5.86,1479.0,0,697.0,0,835.0
PIT,2020-01-01,2020,1,101,0,1,5,0.0,0.0495,-2.5,98,0,0,5,0.0,0.051,-10.38,23.67,5.7,70.0,0,303.0,0,18.0
PIT,2020-01-02,2020,1,130,1,0,10,0.0077,0.0775,6.02,130,1,0,15,0.0077,0.1163,-6.05,14.7,5.84,874.0,112.0,206.0,0,165.0
PIT,2020-01-03,2020,1,129,2,1,15,0.0155,0.1181,0.6,129,1,0,17,0.0078,0.1328,-2.9,12.35,6.13,101.0,0,413.0,0,353.0
PIT,2020-01-04,2020,1,106,1,1,27,0.0094,0.2571,13.85,107,0,1,38,0.0,0.3551,16.33,14.7,5.73,132.0,0,711.0,0,836.0
PIT,2020-01-05,2020,1,128,2,0,16,0.0156,0.127,6.55,127,2,0,17,0.0157,0.136,-1.4,21.96,5.49,294.0,0,276.0,0,647.0
PIT,2020-01-06,2020,1,147,0,0,10,0.0,0.068,-1.84,148,0,1,14,0.0,0.0946,-7.15,13.35,5.79,47.0,0,121.0,0,246.0
PIT,2020-01-07,2020,1,135,1,0,9,0.0074,0.0672,-1.36,139,0,0,9,0.0,0.0647,-10.53,13.84,5.84,265.0,0,58.0,0,138.0
PIT,2020-01-08,2020,1,139,2,0,17,0.0144,0.1241,1.29,139,1,0,21,0.0072,0.1522,-1.54,15.23,5.85,58.0,34.0,454.0,0,182.0
PIT,2020-01-09,2020,1,151,1,0,9,0.0066,0.06,-2.04,150,1,0,7,0.0067,0.047,-10.74,15.72,5.57,298.0,0,33.0,0,0
PIT,2020-01-10,2020,1,147,3,0,14,0.0204,0.0972,6.03,147,2,0,20,0.0136,0.1379,-4.08,12.97,5.81,163.0,0,288.0,0,934.0
PIT,2020-01-11,2020,1,100,5,0,6,0.05,0.0632,0.36,100,6,0,18,0.06,0.1915,7.68,12.6,5.36,126.0,222.0,63.0,0,64.0
PIT,2020-01-12,2020,1,136,3,0,23,0.0221,0.1729,7.55,136,1,0,27,0.0074,0.2,1.4,11.71,5.21,172.0,111.0,369.0,0,755.0
PIT,2020-01-13,2020,1,147,0,0,16,0.0,0.1088,0.1,147,0,0,15,0.0,0.102,-5.44,14.31,6.03,312.0,0,145.0,0,167.0
PIT,2020-01-14,2020,1,139,3,0,11,0.0216,0.0809,-1.59,139,3,0,10,0.0216,0.0735,-7.42,13.49,5.79,191.0,0,90.0,0,193.0
PIT,2020-01-15,2020,1,140,0,0,7,0.0,0.05,-2.34,140,1,0,10,0.0071,0.0719,-10.3,12.69,5.88,39.0,144.0,18.0,0,119.0
PIT,2020-01-16,2020,1,150,3,0,24,0.02,0.1633,10.88,150,3,0,27,0.02,0.1837,4.2,19.01,5.83,494.0,126.0,1046.0,0,650.0
PIT,2020-01-17,2020,1,148,8,0,21,0.0541,0.15,7.43,148,9,0,26,0.0608,0.1871,8.78,19.06,5.53,266.0,50.0,325.0,0,687.0
PIT,2020-01-18,2020,1,98,2,0,20,0.0204,0.2083,13.17,96,3,0,31,0.0312,0.3333,10.99,26.89,6.11,253.0,232.0,913.0,0,281.0
PIT,2020-01-19,2020,1,122,1,1,15,0.0082,0.124,5.6,123,1,0,19,0.0081,0.1557,-0.36,25.6,5.9,476.0,146.0,178.0,0,422.0
PIT,2020-01-20,2020,1,143,0,0,19,0.0,0.1329,4.07,144,0,0,16,0.0,0.1111,-2.53,17.51,5.68,317.0,0,313.0,0,486.0
PIT,2020-01-21,2020,1,139,0,0,10,0.0,0.0719,1.57,139,0,0,11,0.0,0.0791,-7.21,15.6,5.7,407.0,0,96.0,0,189.0
PIT,2020-01-22,2020,1,140,1,0,8,0.0071,0.0576,-0.17,140,1,0,5,0.0071,0.036,-9.86,14.59,5.94,489.0,0,31.0,0,144.0
PIT,2020-01-23,2020,1,150,3,0,15,0.02,0.102,-0.07,150,3,0,17,0.02,0.1156,-6.88,15.52,5.12,246.0,0,198.0,0,216.0
PIT,2020-01-24,2020,1,148,3,1,10,0.0203,0.069,1.5,148,2,0,21,0.0135,0.1438,-1.06,12.76,5.62,154.0,0,35.0,0,598.0
PIT,2020-01-25,2020,1,99,0,1,7,0.0,0.0707,1.32,99,0,0,11,0.0,0.1111,-2.06,11.43,5.65,104.0,0,164.0,0,301.0
PIT,2020-01-26,2020,1,136,0,0,12,0.0,0.0882,0.11,136,0,0,20,0.0,0.1471,-2.68,24.82,5.85,194.0,0,183.0,0,372.0
PIT,2020-01-27,2020,1,148,0,0,9,0.0,0.0608,-0.82,148,0,0,15,0.0,0.1014,-5.8,23.22,6.01,220.0,0,268.0,0,232.0
PIT,2020-01-28,2020,1,139,1,1,9,0.0072,0.0652,-1.06,139,0,0,13,0.0,0.0935,-6.78,22.34,5.75,107.0,0,211.0,0,468.0
PIT,2020-01-29,2020,1,140,0,0,4,0.0,0.0286,0.51,140,0,0,13,0.0,0.0929,-8.03,16.79,5.46,78.0,0,3.0,0,773.0
PIT,2020-01-30,2020,1,150,0,0,11,0.0,0.0733,-1.25,150,0,0,15,0.0,0.1,-4.29,16.24,5.58,131.0,0,44.0,0,143.0
PIT,2020-01-31,2020,1,148,0,0,11,0.0,0.0743,-1.74,148,0,0,16,0.0,0.1081,-2.97,16.93,5.03,233.0,0,131.0,0,116.0
PIT,2020-04-01,2020,4,114,46,0,6,0.4035,0.0882,-3.38,110,43,0,3,0.3909,0.0448,-12.78,11.26,4.82,83.0,0,18.0,0,0
PIT,2020-04-02,2020,4,114,51,0,4,0.4474,0.0635,2.43,114,55,0,4,0.4825,0.0678,-5.19,12.14,5.54,295.0,0,26.0,0,171.0
PIT,2020-04-03,2020,4,113,47,0,4,0.4159,0.0606,-3.35,112,47,0,4,0.4196,0.0615,-13.35,10.08,5.08,90.0,0,0,0,1.0
PIT,2020-04-04,2020,4,89,43,0,1,0.4831,0.0217,-6.85,88,44,0,1,0.5,0.0227,-17.61,9.76,5.09,0,0,0,0,0
PIT,2020-04-05,2020,4,109,54,0,5,0.4954,0.0909,3.29,109,51,0,2,0.4679,0.0345,-15.12,10.2,5.03,505.0,0,6.0,0,20.0
PIT,2020-04-06,2020,4,109,58,0,14,0.5321,0.2745,19.14,109,54,0,11,0.4954,0.2,3.33,10.98,5.2,551.0,0,38.0,0,376.0
PIT,2020-04-07,2020,4,94,44,0,2,0.4681,0.04,-3.02,91,47,1,1,0.5165,0.0227,-14.74,9.72,4.4,165.0,0,0,0,0
PIT,2020-04-08,2020,4,73,27,0,1,0.3699,0.0217,-4.2,72,26,0,0,0.3611,0.0,-15.54,10.43,4.85,78.0,0,22.0,0,0
PIT,2020-04-09,2020,4,76,32,1,3,0.4211,0.0682,0.61,76,32,0,7,0.4211,0.1591,-3.18,9.5,4.59,44.0,0,36.0,0,18.0
PIT,2020-04-10,2020,4,79,36,0,2,0.4557,0.0465,-4.21,79,36,0,3,0.4557,0.0698,-11.98,17.44,4.28,88.0,0,39.0,0,3.0
PIT,2020-04-11,2020,4,61,24,0,0,0.3934,0.0,-8.08,60,22,0,2,0.3667,0.0526,-15.76,11.27,3.71,0,0,0,0,0
PIT,2020-04-12,2020,4,71,27,0,1,0.3803,0.0227,-7.7,71,29,0,2,0.4085,0.0476,-15.45,10.8,4.52,25.0,0,17.0,0,2.0
PIT,2020-04-13,2020,4,69,28,0,2,0.4058,0.0488,-5.15,70,25,0,0,0.3571,0.0,-17.29,10.63,4.51,72.0,0,17.0,0,0
PIT,2020-04-14,2020,4,61,22,0,3,0.3607,0.0769,0.23,60,24,0,0,0.4,0.0,-22.28,10.49,4.33,222.0,0,31.0,0,0
PIT,2020-04-15,2020,4,53,20,0,2,0.3774,0.0606,-2.09,53,20,0,3,0.3774,0.0909,-13.36,13.0,3.85,84.0,0,61.0,0,17.0
PIT,2020-04-16,2020,4,58,27,0,0,0.4655,0.0,-6.32,58,29,0,0,0.5,0.0,-17.07,11.52,4.1,0,0,16.0,0,0
PIT,2020-04-17,2020,4,59,27,0,1,0.4576,0.0312,-5.78,59,26,0,1,0.4407,0.0303,-15.7,11.44,5.15,0,0,29.0,0,46.0
PIT,2020-04-18,2020,4,46,17,0,2,0.3696,0.069,-2.66,47,18,0,0,0.383,0.0,-18.86,9.83,4.52,100.0,0,20.0,0,2.0
PIT,2020-04-19,2020,4,52,24,0,0,0.4615,0.0,-8.71,52,23,0,2,0.4423,0.069,-12.21,11.86,4.48,0,0,82.0,0,0
PIT,2020-04-20,2020,4,53,22,0,2,0.4151,0.0645,-5.68,53,21,0,0,0.3962,0.0,-19.12,12.61,5.09,38.0,0,22.0,0,0
